text,label
看着屏幕若有所思,认真
厌恶地别过脸,厌恶
冷哼一声扭头,生气
轻轻捂住嘴巴,害羞
把手臂交叉在胸前,无奈
眯起眼睛笑,高兴
咬住下唇,心动
稳如泰山,自信
哭到握拳,哭泣
手臂抱紧身体,害怕
彻底投降,哭泣
胸口起伏,心动
不安地搓着衣角,担心
摆弄着计算器,认真
把眼镜戴歪,调皮
扑进你怀里蹭蹭,高兴
慌乱地抓头发,慌张
傲视群雄,自信
叉腰怒气冲冲,生气
安宁,平静
把围巾拉高遮住半张脸,无奈
疑惑地歪着头表示不太懂,疑惑
乏力,平静
不解地歪着耳朵听你讲述,疑惑
小声,害羞
高兴,高兴
咬紧牙关,紧张
斜眼瞥了一下但没说话,无奈
灵光一闪,自信
疑惑地歪着脑袋思考,疑惑
欢快地转圈,高兴
困惑地歪着脑袋发出困惑的声音,疑惑
渴望受孕,心动
喜欢,心动
忘情呻吟,心动
踩影子,调皮
紧张地来回踱步,紧张
羞耻结巴,难为情
不解地歪着头思考你说的话,疑惑
焦虑地来回走动,担心
置身事外,平静
慌乱地抓头发,慌张
耳朵竖起不满,生气
愤羞,生气
沉浸在书本里,认真
焦虑地咬着嘴唇,担心
小憩,平静
用尾巴挡住半边身体,无奈
恬淡,平静
认真地调整耳机,认真
拍案惊奇,惊讶
厌恶地抿嘴唇,厌恶
开心地摇耳朵,高兴
慌张地低头,慌张
假装摔倒,调皮
把手放在膝盖上握紧,无奈
嫌弃地抬起下巴,厌恶
兴奋地手都不知道放哪,兴奋
喘息急促,心动
偷偷踮脚靠近你,高兴
厌恶,厌恶
边看边点头,认真
补觉,平静
疑惑地歪着尾巴思考你的话,疑惑
认真地记录,认真
把玩自己的围巾末端,无奈
把外套拉链拉上拉下,无奈
突然发现,紧张
快乐地扭来扭去,兴奋
魂不守舍,慌张
哭到窒息,哭泣
厌恶地撇了撇嘴角,厌恶
尾巴高高翘起,高兴
心头一震,惊讶
突然软倒,紧张
紧张地攥紧拳头,担心
高兴摇晃着尾巴,高兴
泪珠滚落,哭泣
生气地翘起耳朵,生气
愤愤不平地扭头,生气
被开发身体,心动
哽咽,哭泣
泪染被单,哭泣
认真地计算,认真
委屈地抽泣,哭泣
用手指卷着围巾玩,无奈
瞳孔放大,惊讶
困惑,疑惑
尴尬地笑,紧张
浅睡,平静
纳闷地挠挠头,疑惑
焦虑地咬着嘴唇,担心
点头思索,认真
泪落无声,哭泣
聚精会神,认真
子宫收缩快感,心动
情动,心动
偷偷瞟了一眼,害羞
泪湿衣襟,哭泣
撇了一眼就立刻移开视线,厌恶
笔直地盯着屏幕,认真
脚趾抠地,难为情
专注地修正错误,认真
闻之色变,惊讶
用尾巴轻轻拍打地面,无奈
蹦跳着拍打沙发,兴奋
开心地跺着小碎步,兴奋
发情,心动
骤然一惊,惊讶
用橡皮筋射,调皮
眼神犀利,生气
疑惑地歪着脑袋思考你说的话,疑惑
羞耻漏字,难为情
心跳加速,慌张
嫌弃地皱起鼻尖,厌恶
双腿发软,心动
转圈圈转个不停,高兴
不解地歪着耳朵听,疑惑
胜券在握,自信
指尖颤抖,心动
害羞地低下头去,害羞
气鼓鼓地跺脚,生气
结结巴巴,慌张
纳闷地挠头,疑惑
嫌弃地轻哼,厌恶
用手指按揉太阳穴,无奈
偷偷笑出声,高兴
捂着脸躲避,慌张
释然,平静
悄悄躲到你身后,害羞
袖手旁观,平静
兴奋地拍打地面,兴奋
当场石化,难为情
假装要咬人,调皮
睡眼惺忪,平静
子宫悸动,心动
惊恐地瞪圆眼睛,害怕
疑惑地歪着尾巴表示困惑,疑惑
疑惑地歪着尾巴思考你的解释,疑惑
运筹千里,自信
恐惧地咽口水,害怕
假装要扑倒,调皮
泪滴下巴,哭泣
平复,平静
甩着尾巴生气,生气
耳朵兴奋地抖动,高兴
撅着嘴瞪你,生气
用发圈弹人,调皮
激动地抓着枕头跳,兴奋
目瞪口呆,惊讶
平和,平静
嘟着嘴鼓起腮帮,生气
翻着白眼撇嘴,生气
藏起遥控,调皮
耍赖,调皮
平心静气,平静
大脑宕机,难为情
紧张得脖子僵硬,紧张
抱紧自己的尾巴,害怕
惊讶地放下手中的东西,惊讶
轻轻耸了耸鼻子,厌恶
生殖崇拜,心动
咬吸管玩,调皮
散发费洛蒙,心动
揉着太阳穴叹气,无奈
疑惑地歪头,疑惑
把玩自己的发梢,无奈
自喜,自信
翻着白眼冷哼,生气
疲惫,平静
眯一会,平静
突然结冰,难为情
羞耻漏码,难为情
高高扬起脑袋,高兴
厌恶地嘁了一声,厌恶
深眠,平静
心惊肉跳,惊讶
尾巴不安地摆动,慌张
"干巴巴地说""你高兴就好""",无奈
假装要捏耳,调皮
溢出呻吟,心动
把手背贴在额头上,无奈
性器充血,心动
把围巾绑脚,调皮
笑出声来,高兴
拖着脚步慢慢走开,无奈
偷偷瞥了你一眼,害羞
口齿不清,难为情
慌乱地摆动着尾巴,慌张
依赖雄性素,心动
开心地拍打膝盖,兴奋
抖着耳朵笑,高兴
垂死挣扎,难为情
无所谓,平静
担心地握紧双手,担心
温柔,害羞
沉默,平静
轻轻用爪子挡住脸,害羞
担心地绞着尾巴,担心
惊厥,惊讶
把糖纸塞领,调皮
把衣领竖起来遮脸,无奈
自信微笑,自信
抢零食,调皮
意外之极,惊讶
厌恶地撇嘴,厌恶
害怕地咬着嘴唇,害怕
不悦地眨了眨眼,厌恶
眨眼次数变多,紧张
把书立脸上,调皮
苦笑,无奈
慌手慌脚,慌张
百无聊赖,平静
嫌弃地用手指弹开,厌恶
面色骤变,惊讶
倒吸一口凉气,慌张
诧异,惊讶
愤愤不平,生气
主动引导,心动
吃惊,惊讶
脚尖不停点地,慌张
激动地抓着沙发跳,兴奋
突然撒娇,害羞
撇嘴轻轻摇头,厌恶
点头确认,认真
满不在乎,平静
突然噎住,紧张
索然,平静
快乐地哼着歌转圈,兴奋
用便签贴脸,调皮
突然抬头眼睛亮晶晶,高兴
吓了一大跳,惊讶
撇开视线不想说话,无奈
困惑地歪着尾巴表示不解,疑惑
惊恐地瑟瑟发抖,害怕
羞耻漏网,难为情
静卧,平静
疑惑地歪着尾巴思考你的话,疑惑
冲淡,平静
发情,心动
手足无措地揪着衣角,害羞
不安地揉着耳朵,担心
突然学猫叫,调皮
尾巴僵硬地晃动,紧张
生气,生气
呼吸急促地喘息,害怕
惊讶地顿住,惊讶
语无伦次,慌张
梦游,平静
呼吸变得急促,害怕
轻轻拽着你的衣角,害羞
偷拍丑照,调皮
发愁,担心
双手抱拳欢呼,高兴
伤心地流泪,哭泣
偷笑,调皮
轻轻咬住嘴唇,害羞
喉头发紧,紧张
屈服性支配,心动
疑惑地歪着尾巴思考你的话,疑惑
泪湿鬓角,哭泣
惊心动魄,惊讶
气鼓鼓地跺了一下,生气
不知所措,慌张
手托着下巴,认真
紧张地竖起耳朵听动静,担心
不安,紧张
不解地歪着尾巴,疑惑
眼睛闪闪发光,高兴
手心冒汗,紧张
惊愕地张大嘴,惊讶
耳朵害羞地抖了抖,害羞
神经紧绷,紧张
沉默地咀嚼信息,认真
手托下巴翻书,认真
绝望,紧张
耳朵不满地抖动,生气
皱着鼻子撅嘴,生气
羞耻漏觉,难为情
静静地整理思绪,认真
紧张地搓着手,担心
快乐地前后摆动脑袋,兴奋
胃部紧缩,紧张
慌乱地解释,慌张
难以置信地摇头,惊讶
抱头蹲防,难为情
站立变得僵硬,紧张
心跳加速,紧张
轻轻碰了碰你的脸,高兴
红着脸不敢说话,害羞
脸红着轻轻点头,害羞
惊跳,惊讶
手指轻点书页,认真
狡黠地偷笑,调皮
慕强性冲动,心动
镇定,平静
惊退,惊讶
崇拜生殖力,心动
专注地盯着你,认真
紧张到口干舌燥,紧张
小声地吞了口唾沫,害怕
失神,慌张
突然结巴,难为情
坏笑,调皮
嘴角不安地抿着,害羞
不解,疑惑
最终防线,紧张
羞耻漏记,难为情
成瘾性臣服,心动
困惑地歪着脑袋思考问题,疑惑
惊恐地炸毛,害怕
不解地歪着头思考你的讲述,疑惑
羞耻漏味,难为情
紧张到抖腿,紧张
假装失聪,难为情
开心地蹦跳着唱歌,兴奋
终极反击,生气
眼神闪烁,害羞
羞耻漏电,难为情
快乐地上下点头,兴奋
偷看了一下又赶紧移开目光,害羞
紧张地攥紧衣角,担心
吓得全身僵硬,害怕
害羞得不知道该说什么,害羞
把纸巾撕碎,调皮
快乐地左右摇晃,兴奋
紧张地攥紧拳头,担心
咽了口唾沫,慌张
厌恶地抽嘴角,厌恶
扶额摇头,无奈
雌伏本能,心动
安之若素,平静
诧异地扭头,惊讶
发情期呻吟,心动
不解地歪着脑袋,疑惑
激动地抓着零食跳,兴奋
开心地拍手雀跃,兴奋
歪嘴露出苦笑,无奈
从容淡定,自信
心不在焉,平静
反感地轻摇头,厌恶
悄悄捂住自己的脸,害羞
恍惚,平静
抖抖耳朵露出微笑,高兴
不知如何回答,慌张
想不通地咬嘴唇,疑惑
仓皇失措,慌张
厌恶地搓了搓手,厌恶
悄悄地躲开视线,害羞
听音乐,平静
突然反击,生气
紧张地看表,紧张
疯狂摆手,难为情
反感地合上眼睛,厌恶
雌性本能,心动
开心地小跳着走路,兴奋
轻轻咬着指尖,害羞
偷偷撇开目光,害羞
悄悄别过头去,害羞
倦怠,平静
轻轻拉住你的袖子,害羞
气得头发炸起,生气
紧盯着公式,认真
炸毛,生气
无精打采,平静
激动地抓着抱枕跳,兴奋
困惑地歪着脑袋思考你的意思,疑惑
咬住下唇,紧张
冷哼一声撇过头,生气
紧盯着数据,认真
崇拜雄性力,心动
困惑地歪着脑袋思考你的问题,疑惑
生气地瞪着你,生气
泰然自若,平静
用吸管喷水,调皮
错愕万分,惊讶
按着太阳穴思考,认真
单手撑脸生无可恋,无奈
用指甲轻轻刮下巴,无奈
疑惑地歪着头表示困惑,疑惑
激动地抓着围巾转圈,兴奋
羞耻漏帧,难为情
轻快地甩尾巴,高兴
担忧地看着,担心
惊呆,惊讶
突然蒸发,难为情
认真地分析,认真
措手不及,慌张
低声咕哝着不满,厌恶
尾巴晃得停不下来,高兴
害羞地捂住了脸,害羞
甘甜信息素,心动
胸有成竹,自信
害怕地缩起肩膀,害怕
突然站起来,慌张
冷眼旁观,平静
突然返祖,难为情
佛系,平静
轻快地摇着尾巴,高兴
疑惑地歪着头看你,疑惑
害怕地哆嗦着说话,害怕
手指轻轻戳着衣角,害羞
害怕地蜷缩起身体,害怕
不安地揉着耳朵,担心
快乐地晃着肩膀,兴奋
嘴唇抿成一条线,紧张
害羞地搓了搓手指,害羞
手忙脚乱,慌张
平静,平静
死死盯着你,生气
兴致索然,平静
焦灼,心动
开心地小跑着欢呼,兴奋
焦虑地来回走动,担心
担心地咬着下唇,担心
害羞,害羞
扑闪着睫毛,高兴
突然眼睛一亮,高兴
嫌弃地侧身躲开,厌恶
厌恶地咬着下唇,厌恶
身体空虚,心动
嫌弃地咂舌,厌恶
气鼓鼓,生气
蹦蹦跳跳地走动,高兴
自弃自暴,慌张
用手遮住眼睛深呼吸,无奈
神色自若,平静
不解地皱眉,疑惑
焦虑地来回踱步,担心
小声地嘀咕,害羞
手足无措,慌张
开心地小跳步前进,兴奋
认真地盯着屏幕,认真
惊惶,惊讶
困惑地歪着头表示不明白,疑惑
耳朵竖得笔直,高兴
扬颌,自信
嘟囔着抗议,生气
甩开你的手,生气
惊讶地瞪圆眼睛,惊讶
不知所措地站着,慌张
眼泪汪汪,害怕
忧虑地叹气,担心
轻轻叹气调整呼吸,紧张
疑惑地摸摸耳朵,疑惑
惊慌地躲到人身后,害怕
手臂僵硬,紧张
忧虑地叹气,担心
自暴自弃,慌张
抱臂,自信
捉弄,调皮
用指节轻轻敲脑袋,无奈
手脚乱晃,慌张
紧张地绷紧身体,担心
悄悄躲在你身后,害羞
太意外了,惊讶
高高跃起,高兴
反感地僵住,厌恶
主动侍奉,心动
开心地蹦跳着转圈,兴奋
心若冰清,平静
用指甲轻轻刮裤子,无奈
快乐地晃着手指,兴奋
慌张地脸红,慌张
恬静,平静
饥渴,心动
不受干扰地学习,认真
攥紧拳头,紧张
用衣角擦并不存在的汗,无奈
潮红,心动
假装要绊脚,调皮
渴求,心动
紧张地深呼吸,紧张
闷闷不乐地踢地板,生气
用指甲轻轻刮手臂,无奈
担心地揉着耳朵,担心
咬牙切齿,生气
如芒在背,紧张
意识朦胧,慌张
突然降智,难为情
激动地挥舞双手,兴奋
皱着眉沉默,生气
颤抖,紧张
说话打结,慌张
把围巾绕了一圈又一圈,无奈
眼神躲闪,慌张
假装要掐脸,调皮
发情标记,心动
紧张地吞咽口水,担心
气呼呼地鼓起脸颊,生气
嘴唇微微颤抖,害怕
无奈地叹了口气,无奈
恐惧地攥紧手心,害怕
意外地倒吸气,惊讶
担心地咬着下唇,担心
害怕地盯着地面,害怕
激动地抓着手机跳,兴奋
寂静,平静
吓得僵住,害怕
兴奋地原地小跑,兴奋
眼神躲躲闪闪,害羞
冷眼旁观,平静
用尾巴尖轻轻拍打小腿,无奈
技术恐吓,生气
渴望填满,心动
认真地回忆,认真
不安地看向门口,担心
偷瞄,害羞
翻动笔记本,认真
不自觉地绞着手指,紧张
突然宕机,难为情
对比数据,认真
激动地抓着玩偶跳,兴奋
兴奋地拍手,高兴
紧紧抓住衣角,紧张
紧紧攥拳,生气
害怕地缩成一团,害怕
不解地歪着头思考你的问题,疑惑
晴天霹雳,惊讶
哭到打嗝,哭泣
宁静,平静
紧张得抖了抖耳朵,害羞
担心地追问,担心
冥想,平静
泪落掌心,哭泣
跺脚表达不满,生气
羞耻漏格,难为情
双手抱胸一脸不耐烦,厌恶
安逸,平静
后退一步远离,厌恶
害怕地后退一步,害怕
屈服,哭泣
泪滴成线,哭泣
尾巴害怕地夹起来,害怕
悄悄画脸,调皮
轻轻拍打爪子,高兴
惊恐地瞪大眼,害怕
惊慌,慌张
哭到恍惚,哭泣
眼泪在眼眶里打转,哭泣
开心地拍打墙壁,兴奋
困乏,平静
目瞪口呆地看着,惊讶
坦然,平静
淡定指挥,自信
躲开视线不想看,厌恶
缩紧尾巴,害怕
突然不知所措,慌张
把头发打结,调皮
悠然,平静
心如止水,平静
哭到喘不过气,哭泣
紧张地绞手指,紧张
渴望侵入,心动
邀请标记,心动
想消失,难为情
哭到咳嗽,哭泣
耳朵紧张地抖动,紧张
忧心地看着你,担心
方寸大乱,慌张
突然蓝屏,难为情
诧异地挑眉,惊讶
了然,平静
怀疑地眯眼,疑惑
激动地抓着靠垫跳,兴奋
不安地调整站姿,紧张
用尾巴把自己裹得更紧,无奈
悄悄躲到阴影里,害怕
抓了抓头发叹气,无奈
慌乱地摆手,慌张
吹吹风,平静
同归于尽,生气
居高临下,自信
使坏,调皮
下意识地后退一步,慌张
困惑地眨眼,疑惑
焦虑地来回踱步,担心
极度惊恐,慌张
平缓,平静
突然扑咬,生气
难为情地抿嘴,难为情
睡着,平静
掌控全场,自信
愤愤地握拳,生气
微微后仰拉开距离,厌恶
用脚尖轻轻点地打发时间,无奈
干笑两声不再接话,无奈
嫌弃地摆摆手,厌恶
心如止水,平静
吓得不敢动,害怕
科学反驳,认真
紧盯着目标,认真
怡然自得,自信
跳起来抱住你,高兴
厌恶地眯起眼,厌恶
偷瞄了一眼又迅速移开,害羞
双手握紧不知所措,害怕
用尾巴轻轻拍地表达不满,无奈
哭到抽搐,哭泣
自暴自弃,慌张
把手放在桌下握拳,无奈
困惑地竖起耳朵,疑惑
耳朵尖微微颤抖,害羞
翻了个白眼但没说话,无奈
紧张地握紧又松开,紧张
尾巴悄悄藏到身后,害羞
认真,认真
泪眼模糊,哭泣
脸颊泛红,害羞
不安地绞动手指,害羞
怒目而视,生气
兴奋地拍打床铺,兴奋
扶额露出疲惫的微笑,无奈
激动地抓着围巾跳,兴奋
愕然地盯着看,惊讶
耳朵压低不说话,生气
渴求受种,心动
疑惑地歪着头发出呜声,疑惑
咬着嘴唇,慌张
安静,平静
运筹帷幄,自信
激动地抓着毯子跳,兴奋
露出满足的笑容,高兴
昏沉,平静
暴怒,生气
用手指轻轻敲额头,无奈
嘴唇微微颤抖,害羞
叹为观止,惊讶
轻轻摇晃尾巴,高兴
大眼睛扑闪扑闪,高兴
失控高潮,心动
假装要挠人,调皮
深呼吸,平静
翻阅着资料,认真
羞耻漏影,难为情
轻轻捂住鼻子,厌恶
大惊失色,惊讶
不解地歪着耳朵听你说话,疑惑
泪滴晶莹,哭泣
肩膀颤抖,哭泣
难耐扭动,心动
把袜子套手,调皮
威胁,生气
不安地搓着袖子,慌张
突然忘词卡壳,紧张
大气不敢出,紧张
激动地来回踱步,兴奋
从容,平静
仔细倾听,认真
羞耻滑跪,难为情
轻哼了一声,厌恶
突然失忆,难为情
突然捏腰肉,调皮
兴奋地拍打衣柜,兴奋
歪着头思考,疑惑
小小声地回答,害羞
悄悄往后退了一步,害羞
清静无为,平静
惊恐地缩脖子,害怕
紧张地攥紧衣角,担心
迷茫,疑惑
瞬间手足无措,慌张
震惊地站起来,惊讶
乏味,平静
突然破功笑出来,高兴
羞耻漏键,难为情
想睡觉,平静
性感带开发,心动
雌性荷尔蒙,心动
炸毛地抖动尾巴,生气
哽咽着说不出话,哭泣
兴奋地挥手,高兴
惊惶失措,慌张
害怕地睁大双眼,害怕
不解地歪着耳朵听你说明,疑惑
不解地摊手,疑惑
小声地嗯了一下,害羞
突然404,难为情
紧绷,紧张
耳朵微微垂下,害羞
双手紧紧抱在胸前,紧张
轻轻拉住衣角,害羞
焦虑地搓着手指,担心
假装要撞人,调皮
满脸写着拒绝,厌恶
低头轻轻叹了口气,厌恶
挺胸,自信
蹦蹦跳跳地转圈,高兴
用脚趾夹人,调皮
不好意思地扯衣角,难为情
狡黠地歪头笑,调皮
开心地小跳着前进,兴奋
呼吸急促,慌张
淡泊,平静
生闷气,生气
厌恶地握紧拳头,厌恶
耳朵害怕地抖了一下,害怕
激动地咬着手套,兴奋
匆忙后退,慌张
翻了个不屑的眼神,厌恶
不解地歪着耳朵听你讲述,疑惑
突然猫叫,难为情
飘然,平静
小声嘟囔,害羞
求欢姿态,心动
泪迹斑斑,哭泣
怡然,平静
沉溺快感,心动
惊慌地后退,害怕
慌乱地翻找,慌张
紧张地绞着自己的尾巴,害羞
羞耻漏声,难为情
不安地扯着衣服,慌张
不解地歪着头思考你的说明,疑惑
不可能吧,惊讶
抱着胳膊冷哼,生气
子宫收缩,心动
骇异非常,惊讶
突然蒙眼睛,调皮
翻阅笔记,认真
嫌弃地捂耳朵,厌恶
轻轻抽了口冷气,害怕
小心翼翼地书写,认真
不安地握拳又松开,担心
出人意料,惊讶
骇人听闻,惊讶
把袖子拉长盖住手掌,无奈
